               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.074509,            0.030494,            0.027978,             0.75813,             0.29278,             0.29432,             0.10287,            0.050509,            0.013713,            0.010227,             0.07002,           0.0033311,           0.0033311
                   1,            0.056038,            0.021156,           0.0083626,             0.45272,             0.52083,             0.48996,             0.16645,            0.047388,            0.011928,           0.0033819,            0.039954,           0.0065984,           0.0065984
                   2,            0.051682,            0.018642,            0.005036,             0.47632,             0.54294,              0.5341,             0.20789,            0.045837,            0.011662,           0.0025647,           0.0098225,           0.0097998,           0.0097998
                   3,            0.047745,            0.018567,           0.0041542,             0.56667,             0.57152,             0.57703,             0.22382,            0.042768,            0.011221,           0.0019782,            0.009703,            0.009703,            0.009703
                   4,            0.044468,            0.018048,           0.0034421,             0.62519,             0.63316,             0.63396,             0.26694,            0.039383,            0.011193,           0.0016556,            0.009703,            0.009703,            0.009703
                   5,            0.042523,            0.017538,           0.0027065,             0.61995,             0.63592,             0.64207,             0.27108,            0.038383,            0.011146,           0.0012829,            0.009604,            0.009604,            0.009604
                   6,            0.041334,            0.017103,           0.0025794,              0.5821,             0.59966,             0.63787,             0.26862,            0.038329,            0.011263,           0.0011885,            0.009505,            0.009505,            0.009505
                   7,            0.040107,            0.016671,           0.0022619,             0.62012,             0.65333,              0.6531,             0.26641,            0.038003,            0.010921,           0.0012661,            0.009406,            0.009406,            0.009406
                   8,            0.039422,            0.016749,           0.0019319,             0.61456,             0.64972,             0.65046,             0.28824,            0.036924,             0.01091,          0.00094262,            0.009307,            0.009307,            0.009307
                   9,            0.039018,            0.016542,           0.0018243,             0.63866,             0.63291,             0.67173,             0.29741,            0.036567,            0.010658,          0.00091992,            0.009208,            0.009208,            0.009208
                  10,            0.038691,            0.016203,           0.0018282,             0.89734,             0.66135,              0.6781,             0.31095,            0.035853,            0.010492,          0.00070077,            0.009109,            0.009109,            0.009109
                  11,            0.038409,            0.016204,           0.0016562,             0.64074,             0.66989,             0.67456,             0.29652,            0.035603,            0.010794,          0.00073418,             0.00901,             0.00901,             0.00901
                  12,            0.037926,            0.016148,           0.0014179,               0.628,             0.82977,             0.68707,             0.31918,            0.035124,            0.010432,          0.00070927,            0.008911,            0.008911,            0.008911
                  13,            0.037496,            0.016187,           0.0014207,             0.65295,             0.67619,             0.68268,             0.31515,            0.035339,            0.010457,          0.00057473,            0.008812,            0.008812,            0.008812
                  14,            0.037432,            0.016025,           0.0013904,             0.64847,             0.65629,             0.67598,              0.3023,            0.035625,             0.01059,          0.00055947,            0.008713,            0.008713,            0.008713
                  15,            0.037443,            0.016168,           0.0013713,             0.65382,             0.67755,             0.68608,             0.31042,            0.035577,            0.010331,             0.00052,            0.008614,            0.008614,            0.008614
                  16,            0.037038,            0.015715,           0.0014038,             0.63043,             0.95689,              0.6986,             0.31745,            0.034761,            0.010423,          0.00049409,            0.008515,            0.008515,            0.008515
                  17,             0.03672,            0.015902,            0.001217,             0.62705,             0.89691,             0.69434,             0.31724,            0.035138,            0.010321,          0.00057459,            0.008416,            0.008416,            0.008416
                  18,            0.036379,            0.015896,           0.0012199,             0.63079,             0.89648,             0.69698,              0.3219,             0.03468,            0.010329,          0.00053004,            0.008317,            0.008317,            0.008317
                  19,            0.036372,            0.015691,           0.0012033,             0.66638,             0.67958,             0.70738,             0.32873,            0.034136,            0.010178,          0.00043513,            0.008218,            0.008218,            0.008218
                  20,            0.036401,             0.01565,           0.0012023,             0.67498,             0.67925,              0.7076,             0.33341,            0.034208,             0.01006,          0.00040217,            0.008119,            0.008119,            0.008119
                  21,            0.036102,            0.015729,           0.0012999,             0.65593,             0.92388,             0.71168,             0.33369,            0.034338,            0.010187,          0.00038676,             0.00802,             0.00802,             0.00802
                  22,            0.036171,            0.015573,           0.0011381,             0.64258,             0.90428,             0.70666,             0.33641,            0.033985,            0.010124,          0.00038288,            0.007921,            0.007921,            0.007921
                  23,             0.03579,            0.015382,            0.001157,             0.65333,             0.67893,             0.68316,             0.31958,            0.034289,            0.010229,          0.00038383,            0.007822,            0.007822,            0.007822
                  24,            0.035738,            0.015542,           0.0011322,             0.65364,             0.67409,             0.70367,              0.3292,             0.03398,            0.010259,          0.00037237,            0.007723,            0.007723,            0.007723
                  25,            0.035645,             0.01553,           0.0011393,             0.64916,             0.92906,             0.70751,             0.32907,            0.034409,            0.010076,           0.0003616,            0.007624,            0.007624,            0.007624
                  26,            0.035438,            0.015608,           0.0010219,             0.65307,             0.96045,             0.71179,             0.34102,            0.033608,            0.010001,          0.00030546,            0.007525,            0.007525,            0.007525
                  27,            0.035368,            0.015555,           0.0010569,             0.91945,             0.69522,              0.7121,             0.34073,            0.033553,           0.0099936,          0.00029576,            0.007426,            0.007426,            0.007426
                  28,            0.035105,            0.015476,           0.0011319,             0.63758,              0.8728,             0.70682,             0.34333,              0.0336,            0.010049,          0.00029481,            0.007327,            0.007327,            0.007327
                  29,            0.035208,            0.015274,          0.00095667,              0.6652,             0.87439,             0.71046,             0.34914,             0.03312,            0.009841,          0.00038887,            0.007228,            0.007228,            0.007228
                  30,            0.035406,            0.015475,          0.00090301,             0.66636,             0.90445,             0.71253,              0.3472,            0.033216,           0.0097729,            0.000306,            0.007129,            0.007129,            0.007129
                  31,            0.035059,            0.015251,          0.00096153,             0.93342,              0.6819,             0.71353,             0.35183,            0.033301,            0.009877,          0.00028712,             0.00703,             0.00703,             0.00703
                  32,            0.034905,            0.015316,          0.00097629,             0.67587,             0.84225,              0.7175,             0.35401,            0.032846,           0.0097508,          0.00030014,            0.006931,            0.006931,            0.006931
                  33,            0.035082,            0.015317,           0.0010896,             0.66569,               0.895,             0.71091,             0.35054,            0.032887,           0.0097514,          0.00031745,            0.006832,            0.006832,            0.006832
                  34,            0.034554,            0.015067,          0.00093593,             0.66041,             0.83883,             0.71851,             0.35082,            0.032547,           0.0096931,          0.00025052,            0.006733,            0.006733,            0.006733
                  35,            0.034698,            0.014905,          0.00090189,             0.67574,             0.79216,             0.71547,             0.34997,            0.032453,           0.0097274,          0.00030559,            0.006634,            0.006634,            0.006634
                  36,            0.034676,            0.015302,          0.00097819,             0.68023,             0.92841,             0.72209,             0.35254,            0.032359,            0.010072,          0.00024749,            0.006535,            0.006535,            0.006535
                  37,            0.034175,            0.015224,          0.00084885,             0.66645,             0.95899,             0.71512,             0.35127,            0.032545,           0.0097926,           0.0002538,            0.006436,            0.006436,            0.006436
                  38,            0.034307,            0.015038,          0.00086312,             0.66363,             0.82682,             0.71669,             0.35453,            0.032392,           0.0097701,          0.00032375,            0.006337,            0.006337,            0.006337
                  39,            0.034416,            0.015085,          0.00091655,             0.66083,             0.86451,             0.72112,             0.34957,            0.032552,           0.0097013,          0.00026283,            0.006238,            0.006238,            0.006238
                  40,            0.034158,            0.014836,          0.00076125,             0.94705,             0.69518,             0.72502,              0.3592,              0.0321,           0.0095482,          0.00023061,            0.006139,            0.006139,            0.006139
                  41,            0.033972,            0.014859,          0.00075116,              0.6774,             0.81455,             0.72523,             0.35595,            0.032341,           0.0095224,          0.00024458,             0.00604,             0.00604,             0.00604
                  42,             0.03394,            0.015134,          0.00069094,               0.677,             0.71036,             0.72573,             0.36197,            0.031688,           0.0095472,          0.00021521,            0.005941,            0.005941,            0.005941
                  43,            0.033847,            0.014834,          0.00079386,             0.66915,             0.88863,             0.72525,             0.36338,            0.031768,           0.0096353,          0.00021264,            0.005842,            0.005842,            0.005842
                  44,            0.033916,             0.01485,          0.00083297,             0.66344,             0.89344,             0.72489,             0.36731,            0.031719,           0.0095301,          0.00023987,            0.005743,            0.005743,            0.005743
                  45,            0.033679,            0.015083,          0.00080058,             0.66578,             0.88502,             0.72207,             0.36123,            0.031772,           0.0094654,          0.00022378,            0.005644,            0.005644,            0.005644
                  46,              0.0336,            0.014929,           0.0007343,             0.68522,             0.97111,             0.72654,             0.36633,            0.031301,           0.0093293,          0.00023729,            0.005545,            0.005545,            0.005545
                  47,            0.033626,             0.01502,          0.00076268,             0.68119,              0.9701,             0.72869,             0.36976,              0.0314,           0.0094339,          0.00022627,            0.005446,            0.005446,            0.005446
                  48,            0.033627,             0.01445,          0.00077018,             0.69069,             0.93846,             0.72195,             0.36368,            0.031539,            0.009441,          0.00022751,            0.005347,            0.005347,            0.005347
                  49,            0.033526,            0.014808,          0.00071872,             0.68477,             0.94899,             0.72626,              0.3701,            0.031277,           0.0094098,          0.00018895,            0.005248,            0.005248,            0.005248
                  50,            0.033526,            0.014718,          0.00078613,             0.68566,             0.93638,             0.72833,             0.37155,            0.031154,           0.0094138,          0.00020239,            0.005149,            0.005149,            0.005149
                  51,            0.033134,            0.014534,          0.00071957,             0.70261,             0.96971,             0.73178,             0.37421,             0.03103,           0.0092721,          0.00020003,             0.00505,             0.00505,             0.00505
                  52,             0.03333,            0.014664,          0.00068738,             0.69691,             0.97067,              0.7301,              0.3753,            0.030856,           0.0093614,          0.00019159,            0.004951,            0.004951,            0.004951
                  53,             0.03327,            0.014598,          0.00071216,             0.68736,             0.97397,             0.72768,             0.37757,             0.03074,           0.0091666,          0.00018473,            0.004852,            0.004852,            0.004852
                  54,             0.03307,            0.014771,           0.0007146,             0.68796,             0.97532,             0.73011,             0.37679,            0.030851,           0.0092997,          0.00021179,            0.004753,            0.004753,            0.004753
                  55,            0.033091,            0.014532,          0.00069337,             0.69817,             0.93626,             0.73317,              0.3795,            0.030818,           0.0092249,          0.00018534,            0.004654,            0.004654,            0.004654
                  56,            0.033085,            0.014714,          0.00069039,             0.68665,             0.96167,             0.73084,             0.37657,            0.030748,            0.009253,          0.00017321,            0.004555,            0.004555,            0.004555
                  57,            0.033004,            0.014552,          0.00064356,             0.68068,             0.97868,             0.73058,             0.37921,            0.030459,           0.0092547,           0.0001813,            0.004456,            0.004456,            0.004456
                  58,            0.032848,             0.01458,          0.00064518,             0.69216,             0.97239,             0.73161,             0.37902,            0.030496,           0.0091813,          0.00020483,            0.004357,            0.004357,            0.004357
                  59,            0.032979,            0.014448,          0.00070955,             0.70281,             0.96968,             0.73334,             0.38127,            0.030387,           0.0091626,          0.00018455,            0.004258,            0.004258,            0.004258
                  60,            0.032773,            0.014672,          0.00066459,             0.71245,             0.96537,             0.74021,             0.38691,            0.030298,           0.0091586,          0.00019056,            0.004159,            0.004159,            0.004159
                  61,             0.03263,             0.01451,          0.00065833,             0.73178,             0.93964,              0.7832,             0.41209,            0.030378,           0.0091713,          0.00020428,             0.00406,             0.00406,             0.00406
                  62,            0.032838,            0.014313,          0.00073417,             0.73995,             0.85497,             0.85054,             0.44638,            0.030371,           0.0090854,          0.00019072,            0.003961,            0.003961,            0.003961
                  63,            0.032654,            0.014356,          0.00066672,             0.71432,             0.93561,             0.73405,             0.38669,            0.030229,           0.0090373,          0.00018411,            0.003862,            0.003862,            0.003862
                  64,            0.032605,            0.014532,          0.00066625,             0.70156,             0.97333,             0.73562,             0.38735,             0.03019,           0.0090811,          0.00017118,            0.003763,            0.003763,            0.003763
                  65,            0.032516,            0.014373,          0.00061309,               0.704,             0.97506,             0.73204,             0.38369,            0.030244,           0.0089763,          0.00017445,            0.003664,            0.003664,            0.003664
                  66,             0.03213,            0.014359,          0.00055853,             0.70462,             0.97704,             0.73609,             0.38854,            0.030157,           0.0090135,          0.00016282,            0.003565,            0.003565,            0.003565
                  67,            0.032448,            0.014379,          0.00059858,             0.71422,             0.97313,              0.7403,             0.39289,            0.030014,           0.0089396,          0.00016661,            0.003466,            0.003466,            0.003466
                  68,             0.03235,             0.01437,          0.00061199,             0.69917,             0.95128,             0.73151,             0.38884,            0.030035,           0.0089655,          0.00015576,            0.003367,            0.003367,            0.003367
                  69,            0.032335,            0.014516,          0.00066097,              0.7104,             0.97515,             0.73878,             0.38966,            0.029929,            0.008917,           0.0001727,            0.003268,            0.003268,            0.003268
                  70,            0.032066,            0.014222,          0.00056015,             0.71392,             0.80351,             0.81554,             0.44589,            0.029875,           0.0088458,          0.00016208,            0.003169,            0.003169,            0.003169
                  71,            0.032066,            0.014047,          0.00055462,             0.71454,             0.97424,             0.73759,             0.39216,            0.029983,           0.0089067,          0.00015722,             0.00307,             0.00307,             0.00307
                  72,            0.032085,             0.01422,          0.00056684,             0.71646,             0.80891,             0.74414,             0.39687,            0.029853,           0.0089051,          0.00015173,            0.002971,            0.002971,            0.002971
                  73,            0.031862,            0.013915,          0.00058251,             0.71646,             0.80615,             0.75581,             0.40826,            0.029642,           0.0088355,          0.00015178,            0.002872,            0.002872,            0.002872
                  74,            0.031885,            0.014233,          0.00061819,             0.72276,             0.80813,              0.8158,             0.44657,            0.029516,           0.0088166,          0.00014299,            0.002773,            0.002773,            0.002773
                  75,            0.031747,            0.014086,          0.00052672,             0.71924,             0.98288,             0.74514,             0.40231,            0.029493,           0.0088211,          0.00014648,            0.002674,            0.002674,            0.002674
                  76,             0.03169,            0.014206,          0.00055079,             0.72477,             0.94721,             0.74599,             0.40503,             0.02941,           0.0088146,          0.00014134,            0.002575,            0.002575,            0.002575
                  77,            0.031598,            0.013999,          0.00054443,             0.71958,             0.97906,              0.7419,             0.40355,            0.029329,            0.008737,           0.0001347,            0.002476,            0.002476,            0.002476
                  78,            0.031424,            0.014025,          0.00055848,             0.71478,             0.98163,             0.74464,             0.40778,            0.029295,           0.0087424,          0.00013654,            0.002377,            0.002377,            0.002377
                  79,            0.031681,            0.013972,          0.00059276,             0.72041,             0.98225,             0.74953,             0.40947,            0.029157,           0.0086746,          0.00013005,            0.002278,            0.002278,            0.002278
                  80,            0.031571,            0.013948,          0.00058494,              0.7188,             0.84004,             0.77271,              0.4255,            0.029137,           0.0086866,          0.00013717,            0.002179,            0.002179,            0.002179
                  81,            0.031446,            0.013974,          0.00055376,             0.71487,             0.81262,             0.75971,             0.41951,             0.02913,           0.0086716,          0.00012414,             0.00208,             0.00208,             0.00208
                  82,            0.031108,            0.014184,          0.00054229,             0.72167,             0.84229,             0.75713,             0.41806,            0.029124,           0.0087207,          0.00011825,            0.001981,            0.001981,            0.001981
                  83,            0.031082,            0.013932,          0.00054218,             0.71464,             0.95905,              0.7459,              0.4088,            0.029049,           0.0087008,          0.00011732,            0.001882,            0.001882,            0.001882
                  84,            0.031016,            0.013987,          0.00057933,             0.71877,             0.95583,             0.74532,             0.41021,            0.028969,           0.0086761,           0.0001201,            0.001783,            0.001783,            0.001783
                  85,            0.031163,            0.013876,          0.00052691,             0.71931,             0.81324,             0.80345,             0.44956,            0.029021,            0.008653,          0.00012013,            0.001684,            0.001684,            0.001684
                  86,            0.031084,            0.014035,            0.000533,             0.72694,              0.8141,             0.82831,             0.45677,            0.028974,           0.0086438,          0.00012083,            0.001585,            0.001585,            0.001585
                  87,            0.031012,            0.013963,          0.00056719,             0.72583,             0.84258,             0.82115,              0.4526,            0.028968,           0.0086286,          0.00011694,            0.001486,            0.001486,            0.001486
                  88,            0.030973,            0.014018,          0.00051827,             0.72731,             0.89718,             0.78766,             0.43556,            0.028861,           0.0086712,          0.00012049,            0.001387,            0.001387,            0.001387
                  89,             0.03098,            0.014016,          0.00051597,             0.73234,             0.92823,              0.8292,             0.46695,            0.028751,           0.0086285,          0.00011697,            0.001288,            0.001288,            0.001288
                  90,            0.030686,            0.013751,          0.00047264,             0.87335,             0.87668,             0.93145,             0.52096,             0.02882,           0.0085772,           0.0001249,            0.001189,            0.001189,            0.001189
                  91,            0.030831,             0.01374,          0.00055337,             0.80154,              0.8857,             0.90225,              0.5087,            0.028752,           0.0085979,          0.00012452,             0.00109,             0.00109,             0.00109
                  92,            0.030497,            0.013784,          0.00046486,              0.8371,             0.87123,             0.89041,             0.50227,            0.028762,           0.0086039,          0.00011805,            0.000991,            0.000991,            0.000991
                  93,            0.030526,            0.013819,           0.0004995,             0.76032,              0.8704,             0.85691,             0.48576,            0.028746,           0.0085896,          0.00011313,            0.000892,            0.000892,            0.000892
                  94,            0.030579,            0.014026,          0.00044786,              0.8217,             0.88473,             0.88149,             0.49325,            0.028667,           0.0085771,          0.00010995,            0.000793,            0.000793,            0.000793
                  95,            0.030396,            0.013647,          0.00050642,             0.96448,             0.84204,             0.93932,             0.52628,            0.028656,           0.0085546,          0.00010637,            0.000694,            0.000694,            0.000694
                  96,            0.030401,            0.013725,           0.0004909,             0.96112,              0.8694,             0.94326,             0.52804,            0.028627,           0.0085585,          0.00010681,            0.000595,            0.000595,            0.000595
                  97,            0.030393,            0.013883,          0.00043186,             0.89467,             0.86828,             0.92614,             0.51911,            0.028567,           0.0085407,          0.00010606,            0.000496,            0.000496,            0.000496
                  98,            0.030033,            0.013797,          0.00045281,             0.88213,             0.86828,              0.8908,             0.50219,            0.028515,           0.0085169,          0.00010255,            0.000397,            0.000397,            0.000397
                  99,            0.030124,            0.013643,           0.0004659,             0.87353,              0.8274,              0.8998,             0.50525,            0.028477,           0.0085176,          0.00010103,            0.000298,            0.000298,            0.000298
